"","X","schlcode","c_size","c_boys","c_girls","c_numcl","c_pik","c_status","c_leom","c_tip","c_num4rd","c_type","flgrm4","mrkgrm4","ngrm4","flmth4","mrkmth4","nmth4","towncode","popcode","tip_a","grade","classid","classize","X_type_","X_freq_","cohsize","mathsize","avgmath","passmath","verbsize","avgverb","passverb","studchk","misskov2","missagg","nmiss_k","nmiss_a","classct","math_n","flmath_n","nmath_n","verb_n","flverb_n","nverb_n","impute","nverb_m","nmath_m","tip_s","townid","tipuach"
"1716",1716,51361,86,49,37,20,1,1,1,1,3,3,11,77,83,21.6900005340576,75,83,66001,11,5,4,2,31,0,3,86,29,74.6600036621094,17.2000007629395,29,74.4100036621094,10.3000001907349,1,0,0,0,0,3,75.1968688964844,21.6554222106934,83,77.3107223510742,10.834939956665,83,0,NA,NA,5,66001,5
"1717",1717,51361,86,49,37,20,1,1,1,1,3,3,11,77,83,21.6900005340576,75,83,66001,11,5,4,3,26,0,3,86,26,81.0800018310547,11.5,26,81.1500015258789,7.69999980926514,1,0,0,0,0,3,75.1968688964844,21.6554222106934,83,77.3107223510742,10.834939956665,83,0,NA,NA,5,66001,5
"1718",1718,51364,54,29,25,12,1,1,1,2,2,2,4,82,52,7.55000019073486,81,53,64006,11,9,4,2,26,0,2,54,25,83.6399993896484,0,24,81.879997253418,0,1,0,0,1,0,2,83.6399993896484,0,25,81.879997253418,0,24,0,NA,NA,9,64006,9
"1719",1719,51364,54,29,25,12,1,1,1,2,2,2,4,82,52,7.55000019073486,81,53,64006,11,9,4,1,28,0,2,54,28,78.6428604125977,14.2910718917847,28,82.1028594970703,7.42857122421265,NA,1,0,1,0,2,83.6399993896484,0,25,81.879997253418,0,24,1,28,28,9,64006,9
"1720",1720,51365,73,33,40,18,1,1,1,0,2,2,0,89,73,1.37000000476837,87,73,50005,11,0,4,1,38,0,2,73,38,86.0299987792969,0,38,89.4499969482422,0,1,0,0,0,0,2,87.0176696777344,1.39041090011597,73,89.1383590698242,0,73,0,NA,NA,0,50005,0
"1721",1721,51365,73,33,40,18,1,1,1,0,2,2,0,89,73,1.37000000476837,87,73,50005,11,0,4,2,35,0,2,73,35,88.0899963378906,2.90000009536743,35,88.8000030517578,0,1,0,0,0,0,2,87.0176696777344,1.39041090011597,73,89.1383590698242,0,73,0,NA,NA,0,50005,0
"1722",1722,51367,18,18,0,6,2,1,1,NA,1,1,0,67,19,89.4700012207031,59,19,62000,12,24,4,1,19,0,1,19,19,59.3199996948242,89.5,19,66.6800003051758,0,1,0,0,0,0,1,59.3199996948242,89.5,19,66.6800003051758,0,19,0,NA,NA,24,62000,24
"1723",1723,51368,66,42,24,17,1,1,1,NA,2,2,2,90,60,0,83,60,50005,11,1,4,1,34,0,2,66,32,78.5,0,32,90.5599975585938,0,1,0,0,0,0,2,82.5179977416992,0,60,90.4153366088867,1.67999994754791,60,0,NA,NA,1,50005,1
"1724",1724,51368,66,42,24,17,1,1,1,NA,2,2,2,90,60,0,83,60,50005,11,1,4,2,32,0,2,66,28,87.1100006103516,0,28,90.25,3.59999990463257,1,0,0,0,0,2,82.5179977416992,0,60,90.4153366088867,1.67999994754791,60,0,NA,NA,1,50005,1
"1725",1725,51369,56,27,29,19,1,1,1,NA,2,2,19,66,43,51.1599998474121,57,43,62000,11,10,4,2,28,0,2,56,29,49.0699996948242,62.0999984741211,29,52.5200004577637,27.6000003814697,1,0,0,1,0,2,49.0699996948242,62.0999984741211,29,52.5200004577637,27.6000003814697,29,0,NA,NA,10,62000,10
"1726",1726,51369,56,27,29,19,1,1,1,NA,2,2,19,66,43,51.1599998474121,57,43,62000,11,10,4,1,28,0,2,56,14,73.4264297485352,28.498571395874,14,93.9228591918945,1.18571424484253,NA,1,0,1,0,2,49.0699996948242,62.0999984741211,29,52.5200004577637,27.6000003814697,29,1,14,14,10,62000,10
"1727",1727,51371,115,52,63,24,1,1,1,NA,3,3,11,73,107,25.2299995422363,71,107,66001,11,4,4,1,40,0,3,115,39,73.9000015258789,17.8999996185303,39,73.3099975585938,5.09999990463257,1,0,0,1,0,3,72.9312362670898,17.760274887085,73,73.6593170166016,8.22054767608643,73,0,NA,NA,4,66001,4
"1728",1728,51371,115,52,63,24,1,1,1,NA,3,3,11,73,107,25.2299995422363,71,107,66001,11,4,4,2,38,0,3,115,34,71.8199996948242,17.6000003814697,34,74.0599975585938,11.8000001907349,1,0,0,1,0,3,72.9312362670898,17.760274887085,73,73.6593170166016,8.22054767608643,73,0,NA,NA,4,66001,4
"1729",1729,51371,115,52,63,24,1,1,1,NA,3,3,11,73,107,25.2299995422363,71,107,66001,11,4,4,3,37,0,3,115,34,66.8535308837891,41.2679405212402,34,71.5844116210938,16.9676475524902,NA,1,0,1,0,3,72.9312362670898,17.760274887085,73,73.6593170166016,8.22054767608643,73,1,34,34,4,66001,4
"1730",1730,51372,116,64,52,30,1,1,1,NA,3,3,17,67,108,62.7299995422363,62,110,66001,11,9,4,1,40,0,3,116,38,60.5299987792969,57.9000015258789,37,69.6800003051758,16.2000007629395,1,0,0,1,0,3,62.1629333496094,64.017333984375,75,68.8367156982422,13.6849317550659,73,0,NA,NA,9,66001,9
"1731",1731,51372,116,64,52,30,1,1,1,NA,3,3,17,67,108,62.7299995422363,62,110,66001,11,9,4,2,40,0,3,116,37,63.8400001525879,70.3000030517578,36,67.9700012207031,11.1000003814697,1,0,0,1,0,3,62.1629333496094,64.017333984375,75,68.8367156982422,13.6849317550659,73,0,NA,NA,9,66001,9
"1732",1732,51372,116,64,52,30,1,1,1,NA,3,3,17,67,108,62.7299995422363,62,110,66001,11,9,4,3,36,0,3,116,35,61.6508560180664,59.9714279174805,35,63.1691436767578,23.91428565979,NA,1,0,1,0,3,62.1629333496094,64.017333984375,75,68.8367156982422,13.6849317550659,73,1,35,35,9,66001,9
"1733",1733,51375,55,26,29,10,1,1,1,NA,2,2,14,63,51,25.4899997711182,71,51,24000,11,16,4,1,28,0,2,55,25,69.6399993896484,28,25,59.7599983215332,16,1,0,0,0,0,2,70.5474472045898,25.5019607543945,51,62.5486259460449,13.7058820724487,51,0,NA,NA,16,24000,16
"1734",1734,51375,55,26,29,10,1,1,1,NA,2,2,14,63,51,25.4899997711182,71,51,24000,11,16,4,2,27,0,2,55,26,71.4199981689453,23.1000003814697,26,65.2300033569336,11.5,1,0,0,0,0,2,70.5474472045898,25.5019607543945,51,62.5486259460449,13.7058820724487,51,0,NA,NA,16,24000,16
"1735",1735,51412,30,18,12,8,1,1,1,NA,1,1,17,74,29,35.7099990844727,66,28,66001,11,3,4,1,30,0,1,30,28,66,35.7099990844727,29,74,17,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,3,66001,3
"1736",1736,61001,57,34,23,13,2,2,1,1,2,2,11,72,54,28.5699996948242,71,56,4002,12,45,4,1,29,0,2,57,28,70.2099990844727,32.0999984741211,26,75.7300033569336,15.3999996185303,1,0,0,1,0,2,70.2099990844727,32.0999984741211,28,75.7300033569336,15.3999996185303,26,0,NA,NA,45,4002,45
"1737",1737,61001,57,34,23,13,2,2,1,1,2,2,11,72,54,28.5699996948242,71,56,4002,12,45,4,2,28,0,2,57,28,71.7900009155273,25.0400009155273,28,68.5364303588867,6.91428565979004,NA,1,0,1,0,2,70.2099990844727,32.0999984741211,28,75.7300033569336,15.3999996185303,26,1,28,28,45,4002,45
"1738",1738,61003,74,40,34,15,1,1,1,2,3,2,18,73,61,32.7900009155273,66,61,26005,11,10,4,1,31,0,2,64,28,67.8600006103516,35.7000007629395,28,78.5699996948242,7.09999990463257,1,0,0,0,0,2,66.4263916015625,32.7786903381348,61,73.3603286743164,18.027868270874,61,0,NA,NA,10,26005,10
"1739",1739,61003,74,40,34,15,1,1,1,2,3,2,18,73,61,32.7900009155273,66,61,26005,11,10,4,2,33,0,2,64,33,65.2099990844727,30.2999992370605,33,68.9400024414062,27.2999992370605,1,0,0,0,0,2,66.4263916015625,32.7786903381348,61,73.3603286743164,18.027868270874,61,0,NA,NA,10,26005,10
"1740",1740,61004,34,18,16,8,2,1,1,4,1,1,11,73,28,35.7099990844727,75,28,26005,12,14,4,1,34,0,1,34,28,75,35.7099990844727,28,73,11,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,14,26005,14
"1741",1741,61005,56,33,23,11,1,2,1,5,2,2,16,74,55,43.6399993896484,65,55,7724,11,26,4,1,28,0,2,56,27,63.8499984741211,33.2999992370605,27,72.2600021362305,18.5,1,0,0,0,0,2,65.1787261962891,43.6345443725586,55,73.5276336669922,16.3618183135986,55,0,NA,NA,26,7724,26
"1742",1742,61005,56,33,23,11,1,2,1,5,2,2,16,74,55,43.6399993896484,65,55,7724,11,26,4,2,28,0,2,56,28,66.4599990844727,53.5999984741211,28,74.75,14.3000001907349,1,0,0,0,0,2,65.1787261962891,43.6345443725586,55,73.5276336669922,16.3618183135986,55,0,NA,NA,26,7724,26
"1743",1743,61006,31,12,19,8,1,2,1,5,1,1,17,65,29,13.789999961853,67,29,315,11,33,4,1,31,0,1,31,29,66.4100036621094,13.8000001907349,29,65.1699981689453,17.2000007629395,1,0,0,0,0,1,66.4100036621094,13.8000001907349,29,65.1699981689453,17.2000007629395,29,0,NA,NA,33,315,33
"1744",1744,61007,52,29,23,12,1,2,1,5,2,1,8,74,36,24.3199996948242,68,37,315,11,32,4,1,40,0,1,40,37,68,24.3199996948242,36,74,8,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,32,315,32
"1745",1745,61008,43,27,16,9,2,2,1,7,2,1,9,69,33,24.2399997711182,60,33,315,12,50,4,1,33,0,1,33,33,60.060001373291,24.2000007629395,33,68.7300033569336,9.10000038146973,1,0,0,0,0,1,60.060001373291,24.2000007629395,33,68.7300033569336,9.10000038146973,33,0,NA,NA,50,315,50
"1746",1746,61009,80,37,43,15,1,2,1,3,2,2,6,75,67,37.310001373291,74,67,703,11,15,4,1,40,0,2,80,34,68.3199996948242,50,34,71.7900009155273,8.80000019073486,1,0,0,0,0,2,74.191047668457,37.292537689209,67,75.2673110961914,5.94328355789185,67,0,NA,NA,15,703,15
"1747",1747,61009,80,37,43,15,1,2,1,3,2,2,6,75,67,37.310001373291,74,67,703,11,15,4,2,40,0,2,80,33,80.2399978637695,24.2000007629395,33,78.8499984741211,3,1,0,0,0,0,2,74.191047668457,37.292537689209,67,75.2673110961914,5.94328355789185,67,0,NA,NA,15,703,15
"1748",1748,61012,77,30,47,19,1,1,1,1,2,2,8,75,73,36,76,75,71001,11,7,4,1,38,0,2,77,38,73.5299987792969,44.7000007629395,37,73.0500030517578,8.10000038146973,1,0,0,0,0,2,75.8141326904297,35.9679985046387,75,75.1606826782227,8.19863033294678,73,0,NA,NA,7,71001,7
"1749",1749,61012,77,30,47,19,1,1,1,1,2,2,8,75,73,36,76,75,71001,11,7,4,2,39,0,2,77,37,78.1600036621094,27,36,77.3300018310547,8.30000019073486,1,0,0,0,0,2,75.8141326904297,35.9679985046387,75,75.1606826782227,8.19863033294678,73,0,NA,NA,7,71001,7
"1750",1750,61013,47,24,23,15,1,1,1,6,2,2,17,64,48,30,67,50,71001,11,32,4,1,23,0,2,47,25,68.4000015258789,32,25,66.2399978637695,20,1,0,0,0,0,2,67.4000015258789,30,50,64.1268768310547,16.6458339691162,48,0,NA,NA,32,71001,32
"1751",1751,61013,47,24,23,15,1,1,1,6,2,2,17,64,48,30,67,50,71001,11,32,4,2,24,0,2,47,25,66.4000015258789,28,23,61.8300018310547,13,1,0,0,0,0,2,67.4000015258789,30,50,64.1268768310547,16.6458339691162,48,0,NA,NA,32,71001,32
"1752",1752,61016,65,35,30,17,1,1,1,4,2,2,23,61,52,61.5400009155273,56,52,71001,11,28,4,1,34,0,2,69,27,58.5200004577637,59.2999992370605,27,63.439998626709,25.8999996185303,1,0,0,0,0,2,55.6738471984863,61.5596160888672,52,61.2284622192383,23.0634613037109,52,0,NA,NA,28,71001,28
"1753",1753,61016,65,35,30,17,1,1,1,4,2,2,23,61,52,61.5400009155273,56,52,71001,11,28,4,2,35,0,2,69,25,52.5999984741211,64,25,58.8400001525879,20,1,0,0,0,0,2,55.6738471984863,61.5596160888672,52,61.2284622192383,23.0634613037109,52,0,NA,NA,28,71001,28
"1754",1754,61018,57,28,29,19,2,1,1,3,2,2,4,79,53,40,71,55,71001,12,14,4,1,27,0,2,57,26,67.4199981689453,38.5,26,77,3.79999995231628,1,0,0,1,0,2,67.4199981689453,38.5,26,77,3.79999995231628,26,0,NA,NA,14,71001,14
"1755",1755,61018,57,28,29,19,2,1,1,3,2,2,4,79,53,40,71,55,71001,12,14,4,2,30,0,2,57,29,74.2096557617188,41.3448257446289,27,80.9259262084961,4.19259262084961,NA,1,0,1,0,2,67.4199981689453,38.5,26,77,3.79999995231628,26,1,27,29,14,71001,14
"1756",1756,61019,27,17,10,12,2,1,1,8,1,1,32,56,25,40,61,25,71001,12,44,4,1,25,0,1,25,25,60.560001373291,40,25,55.7999992370605,32,1,0,0,0,0,1,60.560001373291,40,25,55.7999992370605,32,25,0,NA,NA,44,71001,44
"1757",1757,61020,86,49,37,22,2,1,1,8,3,2,15,64,72,34.25,66,73,71001,12,48,4,1,36,0,2,75,37,68.1100006103516,24.2999992370605,37,63.9500007629395,13.5,1,0,0,0,0,2,66.2212295532227,34.212329864502,73,63.5854148864746,15.25,72,0,NA,NA,48,71001,48
"1758",1758,61020,86,49,37,22,2,1,1,8,3,2,15,64,72,34.25,66,73,71001,12,48,4,2,39,0,2,75,36,64.2799987792969,44.4000015258789,35,63.2000007629395,17.1000003814697,1,0,0,0,0,2,66.2212295532227,34.212329864502,73,63.5854148864746,15.25,72,0,NA,NA,48,71001,48
"1759",1759,61021,93,46,47,21,1,1,1,1,3,3,13,73,91,31.5200004577637,68,92,1552,11,4,4,1,32,0,3,93,31,66.0999984741211,32.2999992370605,31,73.6800003051758,12.8999996185303,1,0,0,0,0,3,67.6754379272461,31.5141296386719,92,73.0337371826172,13.1802196502686,91,0,NA,NA,4,1552,4
"1760",1760,61021,93,46,47,21,1,1,1,1,3,3,13,73,91,31.5200004577637,68,92,1552,11,4,4,2,31,0,3,93,31,67.9400024414062,29,31,74.870002746582,9.69999980926514,1,0,0,0,0,3,67.6754379272461,31.5141296386719,92,73.0337371826172,13.1802196502686,91,0,NA,NA,4,1552,4
"1761",1761,61021,93,46,47,21,1,1,1,1,3,3,13,73,91,31.5200004577637,68,92,1552,11,4,4,3,30,0,3,93,30,69.0299987792969,33.2999992370605,29,70.379997253418,17.2000007629395,1,0,0,0,0,3,67.6754379272461,31.5141296386719,92,73.0337371826172,13.1802196502686,91,0,NA,NA,4,1552,4
"1762",1762,61022,19,10,9,5,1,1,1,0,1,1,5,79,19,10.5299997329712,77,19,3996,11,1,4,1,19,0,1,19,19,77.2600021362305,10.5,19,78.7900009155273,5.30000019073486,1,0,0,0,0,1,77.2600021362305,10.5,19,78.7900009155273,5.30000019073486,19,0,NA,NA,1,3996,1
"1763",1763,61023,98,51,47,19,1,1,1,2,3,3,25,66,93,41.2400016784668,63,97,90001,11,23,4,1,34,0,3,100,34,61.7400016784668,52.9000015258789,31,57.939998626709,41.9000015258789,1,0,0,0,0,3,63.1336097717285,41.2185554504395,97,66.0130081176758,24.7161293029785,93,0,NA,NA,23,90001,23
"1764",1764,61023,98,51,47,19,1,1,1,2,3,3,25,66,93,41.2400016784668,63,97,90001,11,23,4,2,36,0,3,100,36,61.5800018310547,38.9000015258789,35,68.4599990844727,20,1,0,0,0,0,3,63.1336097717285,41.2185554504395,97,66.0130081176758,24.7161293029785,93,0,NA,NA,23,90001,23
"1765",1765,61023,98,51,47,19,1,1,1,2,3,3,25,66,93,41.2400016784668,63,97,90001,11,23,4,3,30,0,3,100,27,66.9599990844727,29.6000003814697,27,72.1100006103516,11.1000003814697,1,0,0,0,0,3,63.1336097717285,41.2185554504395,97,66.0130081176758,24.7161293029785,93,0,NA,NA,23,90001,23
"1766",1766,61025,66,38,28,16,1,1,1,4,2,2,38,55,65,47.7599983215332,59,67,90001,11,23,4,1,36,0,2,70,34,65.2900009155273,38.2000007629395,34,62.2400016784668,17.6000003814697,1,0,0,0,0,2,59.3105964660645,47.7552223205566,67,54.4661521911621,38.4415397644043,65,0,NA,NA,23,90001,23
"1767",1767,61025,66,38,28,16,1,1,1,4,2,2,38,55,65,47.7599983215332,59,67,90001,11,23,4,2,34,0,2,70,33,53.1500015258789,57.5999984741211,31,45.939998626709,61.2999992370605,1,0,0,0,0,2,59.3105964660645,47.7552223205566,67,54.4661521911621,38.4415397644043,65,0,NA,NA,23,90001,23
"1768",1768,61026,60,31,29,19,1,1,1,5,3,2,20,64,46,55.0999984741211,63,49,90001,11,31,4,1,25,0,2,50,24,53.1699981689453,66.6999969482422,22,61.2700004577637,31.7999992370605,1,0,0,0,0,2,63.2057151794434,55.1183662414551,49,63.9099998474121,19.5391311645508,46,0,NA,NA,31,90001,31
"1769",1769,61026,60,31,29,19,1,1,1,5,3,2,20,64,46,55.0999984741211,63,49,90001,11,31,4,2,25,0,2,50,25,72.8399963378906,44,24,66.3300018310547,8.30000019073486,1,0,0,0,0,2,63.2057151794434,55.1183662414551,49,63.9099998474121,19.5391311645508,46,0,NA,NA,31,90001,31
"1770",1770,61027,92,50,42,22,1,1,1,4,4,3,46,53,72,55.560001373291,54,90,90001,11,31,4,1,29,0,3,88,29,52.0699996948242,51.7000007629395,22,57.8600006103516,40.9000015258789,1,0,0,1,0,3,55.629322052002,49.1576271057129,59,56.4659194946289,40.789794921875,49,0,NA,NA,31,90001,31
"1771",1771,61027,92,50,42,22,1,1,1,4,4,3,46,53,72,55.560001373291,54,90,90001,11,31,4,3,29,0,3,88,30,59.0699996948242,46.7000007629395,27,55.3300018310547,40.7000007629395,1,0,0,1,0,3,55.629322052002,49.1576271057129,59,56.4659194946289,40.789794921875,49,0,NA,NA,31,90001,31
"1772",1772,61027,92,50,42,22,1,1,1,4,4,3,46,53,72,55.560001373291,54,90,90001,11,31,4,2,30,0,3,88,31,50.8990325927734,67.7451629638672,23,45.6160850524902,57.0999984741211,NA,1,0,1,0,3,55.629322052002,49.1576271057129,59,56.4659194946289,40.789794921875,49,1,23,31,31,90001,31
"1773",1773,61029,95,55,40,15,1,1,1,3,4,3,22,68,79,37.9700012207031,64,79,90001,11,14,4,1,36,0,3,87,35,65.4300003051758,40,35,71.7699966430664,17.1000003814697,1,0,0,0,0,3,63.7593688964844,37.9569625854492,79,67.9353179931641,21.4772148132324,79,0,NA,NA,14,90001,14
"1774",1774,61029,95,55,40,15,1,1,1,3,4,3,22,68,79,37.9700012207031,64,79,90001,11,14,4,2,25,0,3,87,21,66.3300018310547,33.2999992370605,21,66.379997253418,19,1,0,0,0,0,3,63.7593688964844,37.9569625854492,79,67.9353179931641,21.4772148132324,79,0,NA,NA,14,90001,14
"1775",1775,61029,95,55,40,15,1,1,1,3,4,3,22,68,79,37.9700012207031,64,79,90001,11,14,4,3,26,0,3,87,23,58.8699989318848,39.0999984741211,23,63.5200004577637,30.3999996185303,1,0,0,0,0,3,63.7593688964844,37.9569625854492,79,67.9353179931641,21.4772148132324,79,0,NA,NA,14,90001,14
"1776",1776,61030,65,36,29,17,1,1,1,4,2,2,8,68,63,34.8499984741211,68,66,90001,11,15,4,2,34,0,2,66,33,70.0899963378906,33.2999992370605,30,66.4300003051758,6.69999980926514,1,0,0,1,0,2,70.0899963378906,33.2999992370605,33,66.4300003051758,6.69999980926514,30,0,NA,NA,15,90001,15
"1777",1777,61030,65,36,29,17,1,1,1,4,2,2,8,68,63,34.8499984741211,68,66,90001,11,15,4,1,32,0,2,66,33,65.9100036621094,36.4000015258789,33,69.4272689819336,9.18181800842285,NA,1,0,1,0,2,70.0899963378906,33.2999992370605,33,66.4300003051758,6.69999980926514,30,1,33,33,15,90001,15
"1778",1778,61031,35,20,15,13,1,1,1,4,1,1,12,73,33,6.05999994277954,75,33,90001,11,28,4,1,34,0,1,34,33,75.3000030517578,6.09999990463257,33,73.1500015258789,12.1000003814697,1,0,0,0,0,1,75.3000030517578,6.09999990463257,33,73.1500015258789,12.1000003814697,33,0,NA,NA,28,90001,28
"1779",1779,61032,101,44,57,20,1,1,1,2,3,3,19,68,98,50,62,100,90001,11,17,4,1,34,0,3,102,31,64.5500030517578,41.9000015258789,30,70.129997253418,20,1,0,0,1,0,3,59.8475379943848,50.7400016784668,65,67.75,21.859375,64,0,NA,NA,17,90001,17
"1780",1780,61032,101,44,57,20,1,1,1,2,3,3,19,68,98,50,62,100,90001,11,17,4,3,35,0,3,102,34,55.560001373291,58.7999992370605,34,65.6500015258789,23.5,1,0,0,1,0,3,59.8475379943848,50.7400016784668,65,67.75,21.859375,64,0,NA,NA,17,90001,17
"1781",1781,61032,101,44,57,20,1,1,1,2,3,3,19,68,98,50,62,100,90001,11,17,4,2,33,0,3,102,35,65.997428894043,48.6257133483887,34,68.470588684082,13.6176471710205,NA,1,0,1,0,3,59.8475379943848,50.7400016784668,65,67.75,21.859375,64,1,34,35,17,90001,17
"1782",1782,61033,97,42,55,22,1,1,1,2,3,3,28,63,94,44.7900009155273,61,96,90001,11,10,4,1,34,0,3,99,33,61.3899993896484,48.5,33,68.7300033569336,9.10000038146973,1,0,0,1,0,3,63.6650009155273,36.3499984741211,66,65.5149993896484,21.2000007629395,66,0,NA,NA,10,90001,10
"1783",1783,61033,97,42,55,22,1,1,1,2,3,3,28,63,94,44.7900009155273,61,96,90001,11,10,4,2,34,0,3,99,33,65.9400024414062,24.2000007629395,33,62.2999992370605,33.2999992370605,1,0,0,1,0,3,63.6650009155273,36.3499984741211,66,65.5149993896484,21.2000007629395,66,0,NA,NA,10,90001,10
"1784",1784,61033,97,42,55,22,1,1,1,2,3,3,28,63,94,44.7900009155273,61,96,90001,11,10,4,3,31,0,3,99,30,55.1370010375977,63.3580017089844,28,57.0717849731445,44.0285720825195,NA,1,0,1,0,3,63.6650009155273,36.3499984741211,66,65.5149993896484,21.2000007629395,66,1,28,30,10,90001,10
"1785",1785,61035,35,23,12,10,2,1,1,6,1,1,45,52,33,59.3800010681152,44,32,90001,12,38,4,1,35,0,1,35,32,44.189998626709,59.4000015258789,33,52.2700004577637,45.5,1,0,0,0,0,1,44.189998626709,59.4000015258789,32,52.2700004577637,45.5,33,0,NA,NA,38,90001,38
"1786",1786,61037,69,36,33,19,2,1,1,3,2,2,6,77,62,28.5699996948242,70,63,90001,12,20,4,1,35,0,2,69,36,69.1100006103516,27.7999992370605,36,75.6100006103516,8.30000019073486,1,0,0,1,0,2,69.1100006103516,27.7999992370605,36,75.6100006103516,8.30000019073486,36,0,NA,NA,20,90001,20
"1787",1787,61037,69,36,33,19,2,1,1,3,2,2,6,77,62,28.5699996948242,70,63,90001,12,20,4,2,34,0,2,69,27,71.1866683959961,29.5966663360596,26,78.9246139526367,2.81538462638855,NA,1,0,1,0,2,69.1100006103516,27.7999992370605,36,75.6100006103516,8.30000019073486,36,1,26,27,20,90001,20
"1788",1788,61038,56,29,27,16,2,1,1,7,2,2,16,69,49,41.6699981689453,63,48,90001,12,40,4,1,28,0,2,56,24,56.1300010681152,54.2000007629395,25,62.5200004577637,16,1,0,0,0,0,2,63.1500015258789,41.7000007629395,48,69.5093841552734,16.3428573608398,49,0,NA,NA,40,90001,40
"1789",1789,61038,56,29,27,16,2,1,1,7,2,2,16,69,49,41.6699981689453,63,48,90001,12,40,4,2,28,0,2,56,24,70.1699981689453,29.2000007629395,24,76.7900009155273,16.7000007629395,1,0,0,0,0,2,63.1500015258789,41.7000007629395,48,69.5093841552734,16.3428573608398,49,0,NA,NA,40,90001,40
"1790",1790,61040,28,20,8,9,2,1,1,6,1,1,15,69,27,66.6699981689453,64,27,90001,12,53,4,1,28,0,1,28,27,64,66.6699981689453,27,69,15,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,53,90001,53
"1791",1791,61042,30,10,20,9,2,2,1,8,1,1,13,72,30,43.3300018310547,59,30,7237,12,45,4,1,30,0,1,30,30,58.9300003051758,43.2999992370605,30,71.5,13.3000001907349,1,0,0,0,0,1,58.9300003051758,43.2999992370605,30,71.5,13.3000001907349,30,0,NA,NA,45,7237,45
"1792",1792,61043,15,9,6,3,1,1,1,1,1,1,13,71,15,40,79,15,5983,11,13,4,1,15,0,1,15,15,79.0699996948242,40,15,70.5299987792969,13.3000001907349,1,0,0,0,0,1,79.0699996948242,40,15,70.5299987792969,13.3000001907349,15,0,NA,NA,13,5983,13
"1793",1793,61047,17,11,6,7,2,2,1,8,1,1,0,81,14,14.289999961853,76,14,7468,12,36,4,1,17,0,1,17,14,76.4300003051758,14.3000001907349,14,80.8600006103516,0,1,0,0,0,0,1,76.4300003051758,14.3000001907349,14,80.8600006103516,0,14,0,NA,NA,36,7468,36
"1794",1794,61049,84,43,41,17,1,1,1,1,3,2,9,75,74,37.8400001525879,64,74,4242,11,2,4,2,43,0,2,84,35,66.9700012207031,28.6000003814697,35,76.5100021362305,5.69999980926514,1,0,0,1,0,2,66.9700012207031,28.6000003814697,35,76.5100021362305,5.69999980926514,35,0,NA,NA,2,4242,2
"1795",1795,61049,84,43,41,17,1,1,1,1,3,2,9,75,74,37.8400001525879,64,74,4242,11,2,4,1,41,0,2,84,39,61.3346138000488,46.1323089599609,39,73.6448745727539,11.9615383148193,NA,1,0,1,0,2,66.9700012207031,28.6000003814697,35,76.5100021362305,5.69999980926514,35,1,39,39,2,4242,2
"1796",1796,61055,63,38,25,13,2,1,1,2,3,2,11,78,56,22.8099994659424,72,57,6924,12,9,4,1,26,0,2,50,29,71.4100036621094,24.1000003814697,28,76.6800003051758,10.6999998092651,1,0,0,0,0,2,71.945442199707,22.7736835479736,57,78.1449966430664,10.6999998092651,56,0,NA,NA,9,6924,9
"1797",1797,61055,63,38,25,13,2,1,1,2,3,2,11,78,56,22.8099994659424,72,57,6924,12,9,4,2,24,0,2,50,28,72.5,21.3999996185303,28,79.6100006103516,10.6999998092651,1,0,0,0,0,2,71.945442199707,22.7736835479736,57,78.1449966430664,10.6999998092651,56,0,NA,NA,9,6924,9
"1798",1798,61058,33,10,23,8,1,2,1,5,1,1,36,58,25,60,58,25,22004,11,32,4,1,33,0,1,33,25,58.4000015258789,60,25,57.9599990844727,36,1,0,0,0,0,1,58.4000015258789,60,25,57.9599990844727,36,25,0,NA,NA,32,22004,32
"1799",1799,61063,22,12,10,6,1,1,1,1,1,1,6,80,16,37.5,69,16,4069,11,0,4,1,22,0,1,22,16,69.5,37.5,16,79.879997253418,6.30000019073486,1,0,0,0,0,1,69.5,37.5,16,79.879997253418,6.30000019073486,16,0,NA,NA,0,4069,0
"1800",1800,61064,22,8,14,9,1,1,1,1,1,1,0,86,22,18.1800003051758,74,22,3970,11,1,4,1,22,0,1,22,22,74,18.1800003051758,22,86,0,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,3970,1
"1801",1801,61070,108,52,56,20,1,2,1,5,5,3,24,61,67,44.7799987792969,57,67,8318,11,35,4,1,27,0,3,69,23,45.9599990844727,60.9000015258789,22,53.5499992370605,40.9000015258789,1,0,0,0,0,3,56.7182083129883,44.7985076904297,67,61.1655235290527,23.8940296173096,67,0,NA,NA,35,8318,35
"1802",1802,61070,108,52,56,20,1,2,1,5,5,3,24,61,67,44.7799987792969,57,67,8318,11,35,4,2,29,0,3,69,20,65.1999969482422,30,21,65.7099990844727,14.3000001907349,1,0,0,0,0,3,56.7182083129883,44.7985076904297,67,61.1655235290527,23.8940296173096,67,0,NA,NA,35,8318,35
